1	1	22.970000
2	1	22.970000
3	1	22.970000
4	1	22.970000
5	1	22.970000
6	1	22.970000
7	1	22.970000
8	1	22.970000
9	1	22.970000
10	1	22.970000
11	1	22.970000
12	1	22.970000
13	1	22.970000
14	1	22.970000
15	1	22.970000
16	1	22.970000
17	1	22.970000
18	1	22.970000
19	1	22.970000
20	1	22.970000
21	1	22.970000
22	1	22.970000
23	1	22.970000
24	1	22.970000
25	1	22.970000
26	1	22.970000
27	1	22.970000
28	1	22.970000
29	1	22.970000
30	1	22.970000
31	1	22.970000
32	1	22.970000
33	1	22.970000
34	1	22.970000
35	1	22.970000
36	1	22.970000
37	1	22.970000
38	1	22.970000
39	1	22.970000
40	1	22.970000
41	1	22.970000
42	1	22.970000
43	1	22.970000
44	1	22.970000
45	1	22.970000
46	1	22.970000
47	1	22.970000
48	1	22.970000
49	1	22.970000
50	1	22.970000
51	1	22.970000
52	1	22.970000
53	1	22.970000
54	1	22.970000
55	1	22.970000
56	1	22.970000
57	1	22.970000
58	1	22.970000
59	1	22.970000
60	1	22.970000
61	1	22.970000
62	1	22.970000
63	1	22.970000
64	1	22.970000
65	1	22.970000
66	1	22.970000
67	1	22.970000
68	1	22.970000
69	1	22.970000
70	1	22.970000
71	1	22.970000
72	1	22.970000
73	1	22.970000
74	1	22.970000
75	1	22.970000
76	1	22.970000
77	1	22.970000
78	1	22.970000
79	1	22.970000
80	1	22.970000
81	1	22.970000
82	1	22.970000
83	1	22.970000
84	1	22.970000
85	1	22.970000
86	1	22.970000
87	1	22.970000
88	1	22.970000
89	1	22.970000
90	1	22.970000
91	1	22.970000
92	1	22.970000
93	1	22.970000
94	1	22.970000
95	1	22.970000
96	1	22.970000
97	1	22.970000
98	1	22.970000
99	1	22.970000
100	1	22.970000
1	2	22.970000
2	2	22.976205
3	2	22.976266
4	2	22.976440
5	2	22.976686
6	2	22.977048
7	2	22.977485
8	2	22.978046
9	2	22.978687
10	2	22.979463
11	2	22.980327
12	2	22.981338
13	2	22.982448
14	2	22.983722
15	2	22.985106
16	2	22.986675
17	2	22.988368
18	2	22.990267
19	2	22.992308
20	2	22.994580
21	2	22.997012
22	2	22.999702
23	2	23.002570
24	2	23.005723
25	2	23.009073
26	2	23.012732
27	2	23.016603
28	2	23.020801
29	2	23.025217
30	2	23.029964
31	2	23.034917
32	2	23.040183
33	2	23.045615
34	2	23.051310
35	2	23.057090
36	2	23.063033
37	2	23.068934
38	2	23.074846
39	2	23.080534
40	2	23.086031
41	2	23.091083
42	2	23.095714
43	2	23.099670
44	2	23.102990
45	2	23.105449
46	2	23.107128
47	2	23.107857
48	2	23.107773
49	2	23.106772
50	2	23.105040
51	2	23.102524
52	2	23.099436
53	2	23.095749
54	2	23.091677
55	2	23.087196
56	2	23.082506
57	2	23.077574
58	2	23.072574
59	2	23.067466
60	2	23.062397
61	2	23.057318
62	2	23.052352
63	2	23.047446
64	2	23.042702
65	2	23.038066
66	2	23.033621
67	2	23.029314
68	2	23.025214
69	2	23.021270
70	2	23.017538
71	2	23.013972
72	2	23.010616
73	2	23.007428
74	2	23.004442
75	2	23.001623
76	2	22.998995
77	2	22.996528
78	2	22.994240
79	2	22.992104
80	2	22.990131
81	2	22.988302
82	2	22.986622
83	2	22.985073
84	2	22.983660
85	2	22.982367
86	2	22.981195
87	2	22.980133
88	2	22.979178
89	2	22.978325
90	2	22.977567
91	2	22.976901
92	2	22.976321
93	2	22.975826
94	2	22.975409
95	2	22.975071
96	2	22.974805
97	2	22.974614
98	2	22.974492
99	2	22.974443
100	2	22.970000
1	3	22.970000
2	3	22.976162
3	3	22.976244
4	3	22.976396
5	3	22.976662
6	3	22.977001
7	3	22.977460
8	3	22.977995
9	3	22.978659
10	3	22.979407
11	3	22.980294
12	3	22.981275
13	3	22.982410
14	3	22.983650
15	3	22.985062
16	3	22.986592
17	3	22.988316
18	3	22.990172
19	3	22.992247
20	3	22.994472
21	3	22.996940
22	3	22.999578
23	3	23.002488
24	3	23.005586
25	3	23.008983
26	3	23.012586
27	3	23.016511
28	3	23.020656
29	3	23.025136
30	3	23.029836
31	3	23.034869
32	3	23.040100
33	3	23.045634
34	3	23.051311
35	3	23.057220
36	3	23.063170
37	3	23.069227
38	3	23.075171
39	3	23.081039
40	3	23.086585
41	3	23.091827
42	3	23.096504
43	3	23.100636
44	3	23.103974
45	3	23.106566
46	3	23.108211
47	3	23.109011
48	3	23.108835
49	3	23.107847
50	3	23.105979
51	3	23.103440
52	3	23.100200
53	3	23.096479
54	3	23.092259
55	3	23.087750
56	3	23.082928
57	3	23.077980
58	3	23.072870
59	3	23.067758
60	3	23.062598
61	3	23.057525
62	3	23.052485
63	3	23.047591
64	3	23.042788
65	3	23.038167
66	3	23.033673
67	3	23.029383
68	3	23.025243
69	3	23.021315
70	3	23.017551
71	3	23.014000
72	3	23.010618
73	3	23.007443
74	3	23.004437
75	3	23.001628
76	3	22.998985
77	3	22.996527
78	3	22.994226
79	3	22.992097
80	3	22.990116
81	3	22.988292
82	3	22.986606
83	3	22.985062
84	3	22.983644
85	3	22.982354
86	3	22.981179
87	3	22.980119
88	3	22.979164
89	3	22.978311
90	3	22.977554
91	3	22.976887
92	3	22.976309
93	3	22.975812
94	3	22.975397
95	3	22.975058
96	3	22.974794
97	3	22.974601
98	3	22.974481
99	3	22.974429
100	3	22.970000
1	4	22.970000
2	4	22.976127
3	4	22.976188
4	4	22.976360
5	4	22.976604
6	4	22.976962
7	4	22.977396
8	4	22.977952
9	4	22.978589
10	4	22.979357
11	4	22.980214
12	4	22.981217
13	4	22.982318
14	4	22.983581
15	4	22.984955
16	4	22.986510
17	4	22.988190
18	4	22.990074
19	4	22.992100
20	4	22.994355
21	4	22.996770
22	4	22.999442
23	4	23.002294
24	4	23.005431
25	4	23.008770
26	4	23.012421
27	4	23.016291
28	4	23.020498
29	4	23.024934
30	4	23.029718
31	4	23.034729
32	4	23.040078
33	4	23.045623
34	4	23.051463
35	4	23.057429
36	4	23.063597
37	4	23.069765
38	4	23.075980
39	4	23.082007
40	4	23.087863
41	4	23.093285
42	4	23.098273
43	4	23.102556
44	4	23.106145
45	4	23.108802
46	4	23.110586
47	4	23.111327
48	4	23.111161
49	4	23.110001
50	4	23.108047
51	4	23.105271
52	4	23.101903
53	4	23.097933
54	4	23.093588
55	4	23.088853
56	4	23.083931
57	4	23.078794
58	4	23.073614
59	4	23.068350
60	4	23.063147
61	4	23.057955
62	4	23.052892
63	4	23.047904
64	4	23.043091
65	4	23.038396
66	4	23.033900
67	4	23.029551
68	4	23.025414
69	4	23.021439
70	4	23.017680
71	4	23.014091
72	4	23.010714
73	4	23.007509
74	4	23.004508
75	4	23.001677
76	4	22.999037
77	4	22.996561
78	4	22.994263
79	4	22.992120
80	4	22.990142
81	4	22.988308
82	4	22.986623
83	4	22.985071
84	4	22.983654
85	4	22.982359
86	4	22.981184
87	4	22.980121
88	4	22.979165
89	4	22.978310
90	4	22.977552
91	4	22.976885
92	4	22.976305
93	4	22.975810
94	4	22.975392
95	4	22.975054
96	4	22.974788
97	4	22.974597
98	4	22.974475
99	4	22.974425
100	4	22.970000
1	5	22.970000
2	5	22.976058
3	5	22.976139
4	5	22.976290
5	5	22.976552
6	5	22.976887
7	5	22.977340
8	5	22.977869
9	5	22.978524
10	5	22.979263
11	5	22.980139
12	5	22.981108
13	5	22.982229
14	5	22.983454
15	5	22.984848
16	5	22.986360
17	5	22.988062
18	5	22.989897
19	5	22.991946
20	5	22.994146
21	5	22.996587
22	5	22.999199
23	5	23.002081
24	5	23.005157
25	5	23.008532
26	5	23.012124
27	5	23.016046
28	5	23.020204
29	5	23.024716
30	5	23.029476
31	5	23.034601
32	5	23.039968
33	5	23.045686
34	5	23.051607
35	5	23.057821
36	5	23.064149
37	5	23.070653
38	5	23.077113
39	5	23.083556
40	5	23.089720
41	5	23.095598
42	5	23.100899
43	5	23.105600
44	5	23.109415
45	5	23.112350
46	5	23.114181
47	5	23.114995
48	5	23.114672
49	5	23.113398
50	5	23.111143
51	5	23.108149
52	5	23.104426
53	5	23.100219
54	5	23.095537
55	5	23.090598
56	5	23.085390
57	5	23.080098
58	5	23.074691
59	5	23.069320
60	5	23.063941
61	5	23.058679
62	5	23.053481
63	5	23.048451
64	5	23.043533
65	5	23.038813
66	5	23.034236
67	5	23.029872
68	5	23.025671
69	5	23.021688
70	5	23.017878
71	5	23.014285
72	5	23.010867
73	5	23.007660
74	5	23.004626
75	5	23.001793
76	5	22.999128
77	5	22.996650
78	5	22.994333
79	5	22.992188
80	5	22.990194
81	5	22.988358
82	5	22.986662
